district,date,raw_video,start_time,end_time,anomaly
31 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:29:06,21:29:12, 推婴儿车
32 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:30:01,21:30:09, 推小自行车
33 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:30:36,21:30:43, 推婴儿车
34 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:30:50,21:31:08, 推婴儿车
35 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:31:54,21:32:05, 推婴儿车
36 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:33:15,21:34:10, 推婴儿车
37 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:34:15,21:34:18, 跑动
38 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:34:15,21:34:24, 推婴儿车
39 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:34:27,21:34:29, 跑动
40 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:34:40,21:34:45, 推婴儿车
41 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:35:18,21:34:27, 推婴儿车
42 厅中付费区51,429, 2021-04-29_21-19-12.mpg,21:35:22,21:34:35, 推婴儿车
43 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:35:22,21:34:35, 推婴儿车
44 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:37:56,21:38:07, 推婴儿车
45 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:41:15,21:41:19, 跑动
46 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:41:50,21:41:58, 推婴儿车
47 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:42:43,21:42:46, 跑动
48 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:44:06,21:44:15, 推婴儿车
49 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:44:32,21:46:36, 推婴儿车
50 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:44:53,21:46:36, 推婴儿车
51 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:45:59,21:46:06, 推婴儿车
52 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:46:22,21:46:29, 推婴儿车
53 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:48:07,21:48:39, 推婴儿车
54 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:48:21,21:48:30, 推婴儿车
55 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:52:20,21:52:26, 推婴儿车
56 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:52:50,21:52:54, 推婴儿车
57 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:53:13,21:52:14, 跑动
58 厅中付费区51,429, 2021-04-29_21-37-28.mpg,21:53:13,21:52:18, 推婴儿车
59 厅中付费区51,429, 2021-04-29_21-55-51.mpg,21:59:21,21:59:52, 推婴儿车
60 厅中付费区51,429, 2021-04-29_21-55-51.mpg,22:02:28,22:02:31, 跑动
61 厅中付费区51,429, 2021-04-29_21-55-51.mpg,22:03:05,22:03:13, 跑动
62 厅中付费区51,429, 2021-04-29_21-55-51.mpg,22:05:09,22:05:13, 跑动
63 厅中付费区51,429, 2021-04-29_21-55-51.mpg,22:12:05,22:12:15, 推婴儿车
64 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:15:52,22:15:54, 推婴儿车
65 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:16:28,22:16:31, 跑动
66 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:16:37,22:16:40, 跑动
67 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:22:11,22:22:13, 推婴儿车
68 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:22:50,22:23:00, 推婴儿车
69 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:26:31,22:26:39, 推婴儿车
70 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:28:48,22:29:54, 推婴儿车
71 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:30:18,22:31:46, 推婴儿车
72 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:31:02,22:31:05, 跑动
73 厅中付费区51,429, 2021-04-29_22-14-14.mpg,22:31:54,22:31:58, 推婴儿车
74 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:32:21,22:32:25, 跑动
75 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:32:21,22:32:26, 跑动
76 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:32:42,22:32:51, 推婴儿车
77 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:34:08,22:34:17, 推婴儿车
78 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:34:33,22:34:39, 推婴儿车
79 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:37:15,22:37:18, 跑动
80 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:41:01,22:41:03, 跑动
81 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:41:16,22:41:40, 推婴儿车
82 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:41:41,22:41:46, 推婴儿车
83 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:41:54,22:43:30, 推婴儿车
84 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:42:54,22:42:59, 跑动
85 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:43:31,22:43:40, 推婴儿车
86 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:47:20,22:47:23, 推婴儿车
87 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:49:05,22:49:07, 跑动
88 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:49:18,22:49:22, 跑动
89 厅中付费区51,429, 2021-04-29_22-32-35.mpg,22:49:31,22:49:33, 跑动
