district,date,raw_video,start_time,end_time,anomaly
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:51:24,19:51:34, 逆行
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:52:19,19:52:26, 逆行
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:54:08,19:54:29, 逆行
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:55:25,19:55:53, 逆行
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:55:38,19:55:44, 逆行
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:56:07,19:56:12, 逆行
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:56:08,19:56:13, 逆行
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:56:50,19:56:53, 跑动
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,19:57:54,19:58:10, 逆行
台西换乘楼梯31,429, 2021-04-29_19-44-04.mpg,20:01:35,20:01:42, 逆行跑动
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:02:27,20:02:42, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:02:38,20:02:54, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:02:54,20:02:57, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:03:04,20:03:09, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:03:11,20:03:13, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:05:31,20:03:49, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:05:34,20:05:46, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:05:43,20:05:58, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:06:00,20:06:10, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:06:20,20:06:31, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:06:34,20:06:55, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:10:58,20:11:18, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:12:35,20:12:53, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:12:48,20:13:09, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:13:53,20:13:56, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:13:59,20:14:13, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:14:24,20:14:30, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:14:44,20:15:00, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:16:17,20:15:29, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:16:18,20:16:28, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:16:21,20:15:38, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:16:25,20:15:41, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:16:40,20:17:02, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:17:19,20:17:21, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:17:32,20:17:35, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:17:37,20:17:43, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:17:43,20:17:51, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:18:48,20:19:07, 逆行
台西换乘楼梯31,429, 2021-04-29_20-02-16.mpg,20:19:44,20:19:51, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:20:00,20:20:02, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:20:02,20:20:12, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:20:26,20:20:48, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:20:26,20:20:48, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:21:12,20:21:15, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:21:15,20:21:18, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:21:18,20:21:20, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:21:19,20:21:22, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:21:23,20:21:31, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:21:28,20:21:33, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:21:30,20:21:38, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:23:43,20:23:46, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:24:47,20:24:51, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:25:21,20:24:34, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:25:21,20:24:35, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:26:58,20:27:11, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:28:24,20:27:34, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:28:25,20:27:35, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:28:29,20:27:41, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:28:48,20:28:51, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:28:52,20:28:58, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:28:58,20:29:07, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:28:58,20:28:10, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:28:58,20:28:10, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:30:59,20:31:06, 逆行跑动
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:32:09,20:32:15, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:32:16,20:32:18, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:32:19,20:32:22, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:32:22,20:32:25, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:33:01,20:33:35, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:34:35,20:34:53, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:34:40,20:34:57, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:36:07,20:36:13, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:36:13,20:36:17, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:37:48,20:37:54, 逆行跑动
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:37:58,20:38:09, 逆行
台西换乘楼梯31,429, 2021-04-29_20-20-28.mpg,20:38:01,20:38:07, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:38:13,20:38:25, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:38:16,20:38:27, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:38:23,20:38:30, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:39:28,20:39:37, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:39:40,20:39:50, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:40:29,20:40:50, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:41:48,20:42:02, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:41:48,20:42:02, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:41:58,20:42:14, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:42:12,20:42:29, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:43:18,20:43:27, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:43:21,20:43:31, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:43:33,20:43:40, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:43:33,20:43:40, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:43:33,20:43:41, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:44:03,20:44:18, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:46:32,20:46:36, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:49:16,20:49:38, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:49:16,20:49:38, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:49:46,20:49:50, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:50:35,20:50:51, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:50:37,20:50:51, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:50:39,20:50:51, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:50:53,20:51:02, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:50:53,20:51:02, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:51:03,20:51:14, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:51:03,20:51:11, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:52:39,20:52:49, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:52:54,20:53:01, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:52:54,20:53:01, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:52:54,20:53:01, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:53:34,20:53:39, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:54:33,20:54:44, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:54:35,20:54:51, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:54:45,20:55:03, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:56:09,20:55:27, 逆行
台西换乘楼梯31,429, 2021-04-29_20-38-42.mpg,20:56:17,20:55:28, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,20:56:31,20:56:39, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,20:56:39,20:56:52, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,20:56:39,20:56:53, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,20:58:41,20:59:02, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,20:58:41,20:59:02, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:00:39,21:00:42, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:01:46,21:01:54, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:01:46,21:01:54, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:01:48,21:01:59, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:01:53,21:01:59, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:02:11,21:01:30, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:02:13,21:01:27, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:02:13,21:01:27, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:02:31,21:02:52, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:03:33,21:03:43, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:03:48,21:03:55, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:04:04,21:04:12, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:04:05,21:04:17, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:04:17,21:04:20, 跑动
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:04:43,21:04:48, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:05:12,21:05:25, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:05:13,21:05:25, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:05:14,21:05:20, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:07:24,21:07:35, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:07:27,21:07:36, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:07:38,21:07:46, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:07:51,21:07:56, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:09:28,21:09:45, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:09:37,21:09:58, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:09:37,21:09:58, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:09:47,21:10:06, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:10:15,21:10:35, 逆行
台西换乘楼梯31,429, 2021-04-29_20-56-56.mpg,21:10:15,21:10:42, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:15:37,21:15:42, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:16:23,21:16:43, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:19:13,21:19:15, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:19:54,21:20:09, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:20:05,21:20:25, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:20:23,21:20:45, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:22:04,21:22:10, 逆行跑动
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:22:09,21:22:17, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:22:11,21:22:17, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:22:19,21:22:20, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:22:28,21:22:31, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:22:37,21:22:40, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:23:34,21:23:46, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:23:40,21:23:47, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:23:44,21:23:46, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:23:44,21:24:01, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:24:02,21:24:09, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:24:02,21:24:11, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:24:02,21:24:13, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:24:36,21:25:03, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:24:36,21:25:03, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:27:44,21:27:48, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:27:55,21:28:05, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:27:55,21:28:04, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:28:09,21:28:22, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:28:13,21:28:22, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:28:21,21:28:28, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:28:24,21:28:32, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:28:24,21:28:32, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:28:24,21:28:32, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:30:57,21:31:03, 逆行跑动
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:31:02,21:31:16, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:31:03,21:31:12, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:31:17,21:31:29, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:31:17,21:31:29, 逆行
台西换乘楼梯31,429, 2021-04-29_21-15-08.mpg,21:31:24,21:31:42, 逆行
