,district,date,new_video,start_frame,end_frame,anomaly
72,台西换乘楼梯31,429,2021-04-29_18-31-39_091,-1,-1,逆行
73,台西换乘楼梯31,429,2021-04-29_18-31-39_092,-1,-1,逆行
74,台西换乘楼梯31,429,2021-04-29_18-31-39_093,-1,-1,逆行
75,台西换乘楼梯31,429,2021-04-29_18-31-39_094,-1,-1,逆行
76,台西换乘楼梯31,429,2021-04-29_18-31-39_095,-1,-1,逆行
77,台西换乘楼梯31,429,2021-04-29_18-31-39_096,-1,-1,逆行
78,台西换乘楼梯31,429,2021-04-29_18-31-39_097,-1,-1,逆行
79,台西换乘楼梯31,429,2021-04-29_18-31-39_098,-1,-1,逆行
80,台西换乘楼梯31,429,2021-04-29_18-31-39_099,-1,-1,逆行
81,台西换乘楼梯31,429,2021-04-29_18-31-39_100,-1,-1,逆行
82,台西换乘楼梯31,429,2021-04-29_18-31-39_101,-1,-1,逆行
83,台西换乘楼梯31,429,2021-04-29_18-31-39_102,-1,-1,逆行
84,台西换乘楼梯31,429,2021-04-29_18-31-39_103,-1,-1,逆行
85,台西换乘楼梯31,429,2021-04-29_18-31-39_104,-1,-1,逆行
86,台西换乘楼梯31,429,2021-04-29_18-31-39_105,-1,-1,逆行
87,台西换乘楼梯31,429,2021-04-29_18-31-39_106,-1,-1,逆行
88,台西换乘楼梯31,429,2021-04-29_18-31-39_107,-1,-1,逆行
89,台西换乘楼梯31,429,2021-04-29_18-31-39_108,-1,-1,逆行
90,台西换乘楼梯31,429,2021-04-29_18-31-39_109,-1,-1,逆行
91,台西换乘楼梯31,429,2021-04-29_18-31-39_110,-1,-1,逆行
92,台西换乘楼梯31,429,2021-04-29_18-31-39_111,-1,-1,逆行
93,台西换乘楼梯31,429,2021-04-29_18-31-39_112,-1,-1,逆行
94,台西换乘楼梯31,429,2021-04-29_18-31-39_113,-1,-1,逆行
95,台西换乘楼梯31,429,2021-04-29_18-31-39_114,-1,-1,逆行
96,台西换乘楼梯31,429,2021-04-29_18-31-39_115,-1,-1,逆行
97,台西换乘楼梯31,429,2021-04-29_18-31-39_116,-1,-1,逆行
98,台西换乘楼梯31,429,2021-04-29_18-31-39_117,-1,-1,逆行
99,台西换乘楼梯31,429,2021-04-29_18-31-39_118,-1,-1,逆行
100,台西换乘楼梯31,429,2021-04-29_18-31-39_119,-1,-1,逆行
101,台西换乘楼梯31,429,2021-04-29_18-31-39_120,-1,-1,逆行
102,台西换乘楼梯31,429,2021-04-29_18-31-39_121,-1,-1,逆行
103,台西换乘楼梯31,429,2021-04-29_18-31-39_122,-1,-1,逆行
104,台西换乘楼梯31,429,2021-04-29_18-31-39_123,-1,-1,逆行
105,台西换乘楼梯31,429,2021-04-29_18-31-39_124,-1,-1,逆行
106,台西换乘楼梯31,429,2021-04-29_18-31-39_125,-1,-1,逆行
107,台西换乘楼梯31,429,2021-04-29_18-31-39_126,-1,-1,逆行
108,台西换乘楼梯31,429,2021-04-29_18-31-39_127,-1,-1,逆行
109,台西换乘楼梯31,429,2021-04-29_18-31-39_128,-1,-1,逆行
110,台西换乘楼梯31,429,2021-04-29_18-31-39_129,-1,-1,逆行
111,台西换乘楼梯31,429,2021-04-29_18-31-39_130,-1,-1,逆行
112,台西换乘楼梯31,429,2021-04-29_18-31-39_131,-1,-1,逆行
113,台西换乘楼梯31,429,2021-04-29_18-31-39_132,-1,-1,逆行
114,台西换乘楼梯31,429,2021-04-29_18-31-39_133,-1,-1,逆行
115,台西换乘楼梯31,429,2021-04-29_18-31-39_134,-1,-1,逆行
116,台西换乘楼梯31,429,2021-04-29_18-31-39_135,-1,-1,逆行
117,台西换乘楼梯31,429,2021-04-29_18-31-39_136,-1,-1,逆行
118,台西换乘楼梯31,429,2021-04-29_18-31-39_137,-1,-1,逆行
119,台西换乘楼梯31,429,2021-04-29_18-31-39_138,-1,-1,逆行
120,台西换乘楼梯31,429,2021-04-29_18-31-39_139,-1,-1,逆行
121,台西换乘楼梯31,429,2021-04-29_18-31-39_140,-1,-1,逆行
122,台西换乘楼梯31,429,2021-04-29_18-31-39_141,-1,-1,逆行
123,台西换乘楼梯31,429,2021-04-29_18-31-39_142,-1,-1,逆行
124,台西换乘楼梯31,429,2021-04-29_18-31-39_143,-1,-1,逆行
125,台西换乘楼梯31,429,2021-04-29_18-31-39_144,-1,-1,逆行
126,台西换乘楼梯31,429,2021-04-29_18-31-39_145,-1,-1,逆行
127,台西换乘楼梯31,429,2021-04-29_18-31-39_146,-1,-1,逆行
128,台西换乘楼梯31,429,2021-04-29_18-31-39_147,-1,-1,逆行
129,台西换乘楼梯31,429,2021-04-29_18-31-39_148,-1,-1,逆行
130,台西换乘楼梯31,429,2021-04-29_18-31-39_149,-1,-1,逆行
131,台西换乘楼梯31,429,2021-04-29_18-31-39_150,-1,-1,逆行
132,台西换乘楼梯31,429,2021-04-29_18-31-39_151,-1,-1,逆行
133,台西换乘楼梯31,429,2021-04-29_18-31-39_152,-1,-1,逆行
134,台西换乘楼梯31,429,2021-04-29_18-31-39_153,-1,-1,逆行
135,台西换乘楼梯31,429,2021-04-29_18-31-39_154,-1,-1,逆行
136,台西换乘楼梯31,429,2021-04-29_18-31-39_155,-1,-1,逆行
137,台西换乘楼梯31,429,2021-04-29_18-31-39_156,-1,-1,逆行
138,台西换乘楼梯31,429,2021-04-29_18-31-39_157,-1,-1,逆行
139,台西换乘楼梯31,429,2021-04-29_18-31-39_158,-1,-1,逆行
140,台西换乘楼梯31,429,2021-04-29_18-31-39_159,-1,-1,逆行
141,台西换乘楼梯31,429,2021-04-29_18-31-39_160,-1,-1,逆行
142,台西换乘楼梯31,429,2021-04-29_18-31-39_161,-1,-1,逆行
143,台西换乘楼梯31,429,2021-04-29_18-31-39_162,-1,-1,逆行
144,台西换乘楼梯31,429,2021-04-29_18-31-39_163,-1,-1,逆行
145,台西换乘楼梯31,429,2021-04-29_18-31-39_164,-1,-1,逆行
146,台西换乘楼梯31,429,2021-04-29_18-31-39_165,-1,-1,逆行
147,台西换乘楼梯31,429,2021-04-29_18-31-39_166,-1,-1,逆行
148,台西换乘楼梯31,429,2021-04-29_18-31-39_167,-1,-1,逆行
149,台西换乘楼梯31,429,2021-04-29_18-31-39_168,-1,-1,逆行
150,台西换乘楼梯31,429,2021-04-29_18-31-39_169,-1,-1,逆行
151,台西换乘楼梯31,429,2021-04-29_18-31-39_170,-1,-1,逆行
152,台西换乘楼梯31,429,2021-04-29_18-31-39_171,-1,-1,逆行
153,台西换乘楼梯31,429,2021-04-29_18-31-39_172,-1,-1,逆行
154,台西换乘楼梯31,429,2021-04-29_18-31-39_173,-1,-1,逆行
155,台西换乘楼梯31,429,2021-04-29_18-31-39_174,-1,-1,逆行
156,台西换乘楼梯31,429,2021-04-29_18-31-39_175,-1,-1,逆行
157,台西换乘楼梯31,429,2021-04-29_18-31-39_176,-1,-1,逆行
158,台西换乘楼梯31,429,2021-04-29_18-31-39_177,-1,-1,逆行
159,台西换乘楼梯31,429,2021-04-29_18-31-39_178,-1,-1,逆行
160,台西换乘楼梯31,429,2021-04-29_18-31-39_179,-1,-1,逆行
161,台西换乘楼梯31,429,2021-04-29_18-31-39_180,-1,-1,逆行
162,台西换乘楼梯31,429,2021-04-29_18-31-39_181,-1,-1,逆行
163,台西换乘楼梯31,429,2021-04-29_18-31-39_182,-1,-1,逆行
164,台西换乘楼梯31,429,2021-04-29_18-31-39_183,-1,-1,逆行
165,台西换乘楼梯31,429,2021-04-29_18-31-39_184,-1,-1,逆行
166,台西换乘楼梯31,429,2021-04-29_18-31-39_185,-1,-1,逆行
167,台西换乘楼梯31,429,2021-04-29_18-31-39_186,-1,-1,逆行
168,台西换乘楼梯31,429,2021-04-29_18-31-39_187,-1,-1,逆行
169,台西换乘楼梯31,429,2021-04-29_18-31-39_188,-1,-1,逆行
170,台西换乘楼梯31,429,2021-04-29_18-31-39_189,-1,-1,逆行
171,台西换乘楼梯31,429,2021-04-29_18-31-39_190,-1,-1,逆行
172,台西换乘楼梯31,429,2021-04-29_18-31-39_191,-1,-1,逆行
173,台西换乘楼梯31,429,2021-04-29_18-31-39_192,-1,-1,逆行
174,台西换乘楼梯31,429,2021-04-29_18-31-39_193,-1,-1,逆行
175,台西换乘楼梯31,429,2021-04-29_18-31-39_194,-1,-1,逆行
176,台西换乘楼梯31,429,2021-04-29_18-31-39_195,-1,-1,逆行
177,台西换乘楼梯31,429,2021-04-29_18-31-39_196,-1,-1,逆行
178,台西换乘楼梯31,429,2021-04-29_18-31-39_197,-1,-1,逆行
179,台西换乘楼梯31,429,2021-04-29_18-31-39_198,-1,-1,逆行
180,台西换乘楼梯31,429,2021-04-29_18-31-39_199,-1,-1,逆行
181,台西换乘楼梯31,429,2021-04-29_18-31-39_200,-1,-1,逆行
182,台西换乘楼梯31,429,2021-04-29_18-31-39_201,-1,-1,逆行
183,台西换乘楼梯31,429,2021-04-29_18-31-39_202,-1,-1,逆行
184,台西换乘楼梯31,429,2021-04-29_18-31-39_203,-1,-1,逆行
185,台西换乘楼梯31,429,2021-04-29_18-31-39_204,-1,-1,逆行
186,台西换乘楼梯31,429,2021-04-29_18-31-39_205,-1,-1,逆行
187,台西换乘楼梯31,429,2021-04-29_18-31-39_206,-1,-1,逆行
188,台西换乘楼梯31,429,2021-04-29_18-31-39_207,-1,-1,逆行
189,台西换乘楼梯31,429,2021-04-29_18-31-39_208,-1,-1,逆行
190,台西换乘楼梯31,429,2021-04-29_18-31-39_209,-1,-1,逆行
191,台西换乘楼梯31,429,2021-04-29_18-31-39_210,-1,-1,逆行
192,台西换乘楼梯31,429,2021-04-29_18-31-39_211,-1,-1,逆行
193,台西换乘楼梯31,429,2021-04-29_18-31-39_212,-1,-1,逆行
194,台西换乘楼梯31,429,2021-04-29_18-31-39_213,-1,-1,逆行
195,台西换乘楼梯31,429,2021-04-29_18-31-39_214,-1,-1,逆行
196,台西换乘楼梯31,429,2021-04-29_18-31-39_215,-1,-1,逆行
197,台西换乘楼梯31,429,2021-04-29_18-31-39_216,-1,-1,逆行
198,台西换乘楼梯31,429,2021-04-29_18-31-39_217,-1,-1,逆行
199,台西换乘楼梯31,429,2021-04-29_18-31-39_218,-1,-1,逆行
200,台西换乘楼梯31,429,2021-04-29_18-31-39_219,-1,-1,逆行
201,台西换乘楼梯31,429,2021-04-29_18-31-39_220,-1,-1,逆行
202,台西换乘楼梯31,429,2021-04-29_18-31-39_221,-1,-1,逆行
203,台西换乘楼梯31,429,2021-04-29_18-31-39_222,-1,-1,逆行
204,台西换乘楼梯31,429,2021-04-29_18-31-39_223,-1,-1,逆行
205,台西换乘楼梯31,429,2021-04-29_18-31-39_224,-1,-1,逆行
206,台西换乘楼梯31,429,2021-04-29_18-31-39_225,-1,-1,逆行
207,台西换乘楼梯31,429,2021-04-29_18-31-39_226,-1,-1,逆行
208,台西换乘楼梯31,429,2021-04-29_18-31-39_227,-1,-1,逆行
209,台西换乘楼梯31,429,2021-04-29_18-31-39_228,-1,-1,逆行
210,台西换乘楼梯31,429,2021-04-29_18-31-39_229,-1,-1,逆行
211,台西换乘楼梯31,429,2021-04-29_18-31-39_230,-1,-1,逆行
212,台西换乘楼梯31,429,2021-04-29_18-31-39_231,-1,-1,逆行
213,台西换乘楼梯31,429,2021-04-29_18-31-39_232,-1,-1,逆行
214,台西换乘楼梯31,429,2021-04-29_18-31-39_233,-1,-1,逆行
215,台西换乘楼梯31,429,2021-04-29_18-31-39_234,-1,-1,逆行
216,台西换乘楼梯31,429,2021-04-29_18-31-39_235,-1,-1,逆行
217,台西换乘楼梯31,429,2021-04-29_18-31-39_236,-1,-1,逆行
218,台西换乘楼梯31,429,2021-04-29_18-31-39_237,-1,-1,逆行
219,台西换乘楼梯31,429,2021-04-29_18-31-39_238,-1,-1,逆行
220,台西换乘楼梯31,429,2021-04-29_18-31-39_239,-1,-1,逆行
221,台西换乘楼梯31,429,2021-04-29_18-31-39_240,-1,-1,逆行
222,台西换乘楼梯31,429,2021-04-29_18-31-39_241,-1,-1,逆行
223,台西换乘楼梯31,429,2021-04-29_18-31-39_242,-1,-1,逆行
224,台西换乘楼梯31,429,2021-04-29_18-31-39_243,-1,-1,逆行
225,台西换乘楼梯31,429,2021-04-29_18-31-39_244,-1,-1,逆行
226,台西换乘楼梯31,429,2021-04-29_18-31-39_245,-1,-1,逆行
227,台西换乘楼梯31,429,2021-04-29_18-31-39_246,-1,-1,逆行
228,台西换乘楼梯31,429,2021-04-29_18-31-39_247,-1,-1,逆行
229,台西换乘楼梯31,429,2021-04-29_18-31-39_248,-1,-1,逆行
230,台西换乘楼梯31,429,2021-04-29_18-31-39_249,-1,-1,逆行
231,台西换乘楼梯31,429,2021-04-29_18-31-39_250,-1,-1,逆行
232,台西换乘楼梯31,429,2021-04-29_18-31-39_251,-1,-1,逆行
233,台西换乘楼梯31,429,2021-04-29_18-31-39_252,-1,-1,逆行
234,台西换乘楼梯31,429,2021-04-29_18-31-39_253,-1,-1,逆行
235,台西换乘楼梯31,429,2021-04-29_18-31-39_254,-1,-1,逆行
236,台西换乘楼梯31,429,2021-04-29_18-31-39_255,-1,-1,逆行
237,台西换乘楼梯31,429,2021-04-29_18-31-39_256,-1,-1,逆行
238,台西换乘楼梯31,429,2021-04-29_18-31-39_257,-1,-1,逆行
239,台西换乘楼梯31,429,2021-04-29_18-31-39_258,-1,-1,逆行
240,台西换乘楼梯31,429,2021-04-29_18-31-39_259,-1,-1,逆行
241,台西换乘楼梯31,429,2021-04-29_18-31-39_260,-1,-1,逆行
242,台西换乘楼梯31,429,2021-04-29_18-31-39_261,-1,-1,逆行
243,台西换乘楼梯31,429,2021-04-29_18-31-39_262,-1,-1,逆行
244,台西换乘楼梯31,429,2021-04-29_18-31-39_263,-1,-1,逆行
245,台西换乘楼梯31,429,2021-04-29_18-31-39_264,-1,-1,逆行
246,台西换乘楼梯31,429,2021-04-29_18-31-39_265,-1,-1,逆行
247,台西换乘楼梯31,429,2021-04-29_18-31-39_266,-1,-1,逆行
248,台西换乘楼梯31,429,2021-04-29_18-31-39_267,-1,-1,逆行
249,台西换乘楼梯31,429,2021-04-29_18-31-39_268,-1,-1,逆行
250,台西换乘楼梯31,429,2021-04-29_18-31-39_269,-1,-1,逆行
251,台西换乘楼梯31,429,2021-04-29_18-31-39_270,-1,-1,逆行
252,台西换乘楼梯31,429,2021-04-29_18-31-39_271,-1,-1,逆行
253,台西换乘楼梯31,429,2021-04-29_18-31-39_272,-1,-1,逆行
254,台西换乘楼梯31,429,2021-04-29_18-31-39_273,-1,-1,逆行
255,台西换乘楼梯31,429,2021-04-29_18-31-39_274,-1,-1,逆行
256,台西换乘楼梯31,429,2021-04-29_18-31-39_275,-1,-1,逆行
257,台西换乘楼梯31,429,2021-04-29_18-31-39_276,-1,-1,逆行
258,台西换乘楼梯31,429,2021-04-29_18-31-39_277,-1,-1,逆行
259,台西换乘楼梯31,429,2021-04-29_18-31-39_278,-1,-1,逆行
260,台西换乘楼梯31,429,2021-04-29_18-31-39_279,-1,-1,逆行
261,台西换乘楼梯31,429,2021-04-29_18-31-39_280,-1,-1,逆行
262,台西换乘楼梯31,429,2021-04-29_18-31-39_281,-1,-1,逆行
263,台西换乘楼梯31,429,2021-04-29_18-31-39_282,-1,-1,逆行
264,台西换乘楼梯31,429,2021-04-29_18-31-39_283,-1,-1,逆行
265,台西换乘楼梯31,429,2021-04-29_18-31-39_284,-1,-1,逆行
266,台西换乘楼梯31,429,2021-04-29_18-31-39_285,-1,-1,逆行
267,台西换乘楼梯31,429,2021-04-29_18-31-39_286,-1,-1,逆行
268,台西换乘楼梯31,429,2021-04-29_18-31-39_287,-1,-1,逆行
269,台西换乘楼梯31,429,2021-04-29_18-31-39_288,-1,-1,逆行
270,台西换乘楼梯31,429,2021-04-29_18-31-39_289,-1,-1,逆行
271,台西换乘楼梯31,429,2021-04-29_18-31-39_290,-1,-1,逆行
272,台西换乘楼梯31,429,2021-04-29_18-31-39_291,-1,-1,逆行
273,台西换乘楼梯31,429,2021-04-29_18-31-39_292,-1,-1,逆行
274,台西换乘楼梯31,429,2021-04-29_18-31-39_293,-1,-1,逆行
275,台西换乘楼梯31,429,2021-04-29_18-31-39_294,-1,-1,逆行
276,台西换乘楼梯31,429,2021-04-29_18-31-39_295,-1,-1,逆行
277,台西换乘楼梯31,429,2021-04-29_18-31-39_296,-1,-1,逆行
278,台西换乘楼梯31,429,2021-04-29_18-31-39_297,-1,-1,逆行
279,台西换乘楼梯31,429,2021-04-29_18-31-39_298,-1,-1,逆行
280,台西换乘楼梯31,429,2021-04-29_18-31-39_299,-1,-1,逆行
281,台西换乘楼梯31,429,2021-04-29_18-31-39_300,-1,-1,逆行
282,台西换乘楼梯31,429,2021-04-29_18-31-39_301,-1,-1,逆行
283,台西换乘楼梯31,429,2021-04-29_18-31-39_302,-1,-1,逆行
284,台西换乘楼梯31,429,2021-04-29_18-31-39_303,-1,-1,逆行
285,台西换乘楼梯31,429,2021-04-29_18-31-39_304,-1,-1,逆行
286,台西换乘楼梯31,429,2021-04-29_18-31-39_305,-1,-1,逆行
287,台西换乘楼梯31,429,2021-04-29_18-31-39_306,-1,-1,逆行
288,台西换乘楼梯31,429,2021-04-29_18-31-39_307,-1,-1,逆行
289,台西换乘楼梯31,429,2021-04-29_18-31-39_308,-1,-1,逆行
290,台西换乘楼梯31,429,2021-04-29_18-31-39_309,-1,-1,逆行
291,台西换乘楼梯31,429,2021-04-29_18-31-39_310,-1,-1,逆行
292,台西换乘楼梯31,429,2021-04-29_18-31-39_311,-1,-1,逆行
293,台西换乘楼梯31,429,2021-04-29_18-31-39_312,-1,-1,逆行
294,台西换乘楼梯31,429,2021-04-29_18-31-39_313,-1,-1,逆行
295,台西换乘楼梯31,429,2021-04-29_18-31-39_314,-1,-1,逆行
296,台西换乘楼梯31,429,2021-04-29_18-31-39_315,-1,-1,逆行
297,台西换乘楼梯31,429,2021-04-29_18-31-39_316,-1,-1,逆行
298,台西换乘楼梯31,429,2021-04-29_18-31-39_317,-1,-1,逆行
299,台西换乘楼梯31,429,2021-04-29_18-31-39_318,-1,-1,逆行
300,台西换乘楼梯31,429,2021-04-29_18-31-39_319,-1,-1,逆行
301,台西换乘楼梯31,429,2021-04-29_18-31-39_320,-1,-1,逆行
302,台西换乘楼梯31,429,2021-04-29_18-31-39_321,-1,-1,逆行
303,台西换乘楼梯31,429,2021-04-29_18-31-39_322,-1,-1,逆行
304,台西换乘楼梯31,429,2021-04-29_18-31-39_323,-1,-1,逆行
305,台西换乘楼梯31,429,2021-04-29_18-31-39_324,-1,-1,逆行
306,台西换乘楼梯31,429,2021-04-29_18-31-39_325,-1,-1,逆行
307,台西换乘楼梯31,429,2021-04-29_18-31-39_326,-1,-1,逆行
308,台西换乘楼梯31,429,2021-04-29_18-31-39_327,-1,-1,逆行
309,台西换乘楼梯31,429,2021-04-29_18-31-39_328,-1,-1,逆行
310,台西换乘楼梯31,429,2021-04-29_18-31-39_329,-1,-1,逆行
311,台西换乘楼梯31,429,2021-04-29_18-31-39_330,-1,-1,逆行
312,台西换乘楼梯31,429,2021-04-29_18-31-39_331,-1,-1,逆行
313,台西换乘楼梯31,429,2021-04-29_18-31-39_332,-1,-1,逆行
314,台西换乘楼梯31,429,2021-04-29_18-31-39_333,-1,-1,逆行
315,台西换乘楼梯31,429,2021-04-29_18-31-39_334,-1,-1,逆行
316,台西换乘楼梯31,429,2021-04-29_18-31-39_335,-1,-1,逆行
317,台西换乘楼梯31,429,2021-04-29_18-31-39_336,-1,-1,逆行
318,台西换乘楼梯31,429,2021-04-29_18-31-39_337,-1,-1,逆行
319,台西换乘楼梯31,429,2021-04-29_18-31-39_338,-1,-1,逆行
320,台西换乘楼梯31,429,2021-04-29_18-31-39_339,-1,-1,逆行
321,台西换乘楼梯31,429,2021-04-29_18-31-39_340,-1,-1,逆行
322,台西换乘楼梯31,429,2021-04-29_18-31-39_341,-1,-1,逆行
323,台西换乘楼梯31,429,2021-04-29_18-31-39_342,-1,-1,逆行
324,台西换乘楼梯31,429,2021-04-29_18-31-39_343,-1,-1,逆行
325,台西换乘楼梯31,429,2021-04-29_18-31-39_344,-1,-1,逆行
326,台西换乘楼梯31,429,2021-04-29_18-31-39_345,-1,-1,逆行
327,台西换乘楼梯31,429,2021-04-29_18-31-39_346,-1,-1,逆行
328,台西换乘楼梯31,429,2021-04-29_18-31-39_347,-1,-1,逆行
329,台西换乘楼梯31,429,2021-04-29_18-31-39_348,-1,-1,逆行
330,台西换乘楼梯31,429,2021-04-29_18-31-39_349,-1,-1,逆行
331,台西换乘楼梯31,429,2021-04-29_18-31-39_350,-1,-1,逆行
332,台西换乘楼梯31,429,2021-04-29_18-31-39_351,-1,-1,逆行
333,台西换乘楼梯31,429,2021-04-29_18-31-39_352,-1,-1,逆行
334,台西换乘楼梯31,429,2021-04-29_18-31-39_353,-1,-1,逆行
335,台西换乘楼梯31,429,2021-04-29_18-31-39_354,-1,-1,逆行
336,台西换乘楼梯31,429,2021-04-29_18-31-39_355,-1,-1,逆行
337,台西换乘楼梯31,429,2021-04-29_18-31-39_356,-1,-1,逆行
338,台西换乘楼梯31,429,2021-04-29_18-31-39_357,-1,-1,逆行
339,台西换乘楼梯31,429,2021-04-29_18-31-39_358,-1,-1,逆行
340,台西换乘楼梯31,429,2021-04-29_18-31-39_359,-1,-1,逆行
341,台西换乘楼梯31,429,2021-04-29_18-31-39_360,-1,-1,逆行
342,台西换乘楼梯31,429,2021-04-29_18-31-39_361,-1,-1,逆行
343,台西换乘楼梯31,429,2021-04-29_18-31-39_362,-1,-1,逆行
344,台西换乘楼梯31,429,2021-04-29_18-31-39_363,-1,-1,逆行
345,台西换乘楼梯31,429,2021-04-29_18-31-39_364,-1,-1,逆行
346,台西换乘楼梯31,429,2021-04-29_18-31-39_365,-1,-1,逆行
347,台西换乘楼梯31,429,2021-04-29_18-31-39_366,-1,-1,逆行
